DATE,CODE BASE SEC,SEC DSC, LOWER PRICE , TODAY PRICE , UPPER PRICE , STDEV 
20221103,FR0037,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0037, 116.094840 , 116.354840 , 116.614840 , 0.2600 
20221103,FR0039,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0039, 104.185741 , 104.385741 , 104.585741 , 0.2000 
20221103,FR0040,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0040, 110.051905 , 110.276905 , 110.501905 , 0.2250 
20221103,FR0042,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0042, 111.766970 , 112.026970 , 112.286970 , 0.2600 
20221103,FR0044,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0044, 105.238154 , 105.463154 , 105.688154 , 0.2250 
20221103,FR0045,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0045, 118.977264 , 119.305782 , 119.634300 , 0.3285 
20221103,FR0046,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0046, 102.327384 , 102.527384 , 102.727384 , 0.2000 
20221103,FR0047,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0047, 111.600363 , 111.860363 , 112.120363 , 0.2600 
20221103,FR0050,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0050, 126.611930 , 126.940448 , 127.268966 , 0.3285 
20221103,FR0052,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0052, 117.438021 , 117.738021 , 118.038021 , 0.3000 
20221103,FR0054,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0054, 112.381009 , 112.681009 , 112.981009 , 0.3000 
20221103,FR0056,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056, 103.799241 , 104.059241 , 104.319241 , 0.2600 
20221103,FR0057,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0057, 116.896649 , 117.225167 , 117.553685 , 0.3285 
20221103,FR0058,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0058, 104.695144 , 104.995144 , 105.295144 , 0.3000 
20221103,FR0059,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059, 98.890000 , 99.150000 , 99.410000 , 0.2600 
20221103,FR0062,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0062, 89.015649 , 89.344167 , 89.672685 , 0.3285 
20221103,FR0063,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0063, 99.959866 , 100.159866 , 100.359866 , 0.2000 
20221103,FR0064,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0064, 94.555804 , 94.815804 , 95.075804 , 0.2600 
20221103,FR0065,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065, 92.423561 , 92.752078 , 93.080596 , 0.3285 
20221103,FR0067,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0067, 112.359778 , 112.688296 , 113.016814 , 0.3285 
20221103,FR0068,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068, 105.425054 , 105.753571 , 106.082089 , 0.3285 
20221103,FR0070,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070, 102.044917 , 102.269917 , 102.494917 , 0.2250 
20221103,FR0071,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071, 107.905628 , 108.205628 , 108.505628 , 0.3000 
20221103,FR0072,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072, 104.693682 , 105.022200 , 105.350718 , 0.3285 
20221103,FR0073,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0073, 107.590942 , 107.890942 , 108.190942 , 0.3000 
20221103,FR0074,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0074, 99.598940 , 99.898940 , 100.198940 , 0.3000 
