20221121|AAM01MMSSHIMMF00|0.000000|0.000000|12606287227.981617|12398333.663956|1016.772703
20221121|ANA02MMSAPUSPY00|0.000000|0.000000|10309889368.137409|10092729.122943|1021.516504
20221121|GAMA2MMSRSSSLB00|0.000000|0.000000|10506349975.579018|10426182.627001|1007.689041
20221121|SYA02MMSSSMMF202|0.000000|0.000000|996647249.544368|996954.596131|999.691715
20221121|TP002MMSADKSAS00|0.000000|0.000000|4039533158.460313|4014570.735503|1006.217956
20221121|TP002MMSADKSRY00|0.000000|0.000000|-0.000218|0.000000|0.000000
20221121|TP002MMSADKSYE00|0.000000|0.000000|563975.621954|0.000000|0.000000
20221121|TP002MMSAKSYIN00|0.000000|0.000000|100349050465.583352|99554989.198284|1007.976107
20221121|TP002MMSAVALSY00|0.000000|0.000000|219616241325.928124|198493114.445538|1106.417429
20221121|TP002PFSSAPTSB04|0.000000|0.000000|43082631982.156348|41460886.255613|1039.115076
20221121|TP002PFSSAPTSB05|0.000000|0.000000|27005028157.656094|26591088.616320|1015.566852
20221121|ZG002FISPPRIFS00|0.000000|0.000000|3534578359.684463|3458566.854851|1021.977746
20221121|ZG002MMSCPCFSY02|1735000.000000|164494.340000|13065250012.885626|12618381.180804|1035.414117
