20221121|AAM01MMSSHIMMF00|0.000000|155572368.073091|155572368.073091|12403915.177032|4465409.461732|33245518.622709|0.000000|0.000000|50114843.261474|105457524.811617|0.000000|0.000000|0.000000|105457524.811617
20221121|ANA02MMSAPUSPY00|0.000000|164409491.580517|164409491.580517|11269173.888364|17209841.566582|37197876.488163|0.000000|0.000000|65676891.943108|98732599.637409|6700000.000000|0.000000|6700000.000000|105432599.637409
20221121|GAMA2MMSRSSSLB00|0.000000|186398235.746423|186398235.746423|2477747.620147|5485527.337045|32033690.200213|0.000000|0.000000|39996965.157405|146401270.589018|0.000000|-140051295.000000|-140051295.000000|6349975.589018
20221121|SYA02MMSSSMMF202|0.000000|27817040.935982|27817040.935982|1147696.399265|16636548.602415|9522605.739933|0.000000|0.000000|27306850.741614|510190.194368|0.000000|0.000000|0.000000|510190.194368
20221121|TP002MMSADKSAS00|0.000000|76085199.053760|76085199.053760|2252321.502531|2895841.931825|24953877.159090|0.000000|0.000000|30102040.593447|45983158.460313|0.000000|0.000000|0.000000|45983158.460313
20221121|TP002MMSADKSRY00|0.000000|359404043.991111|359404043.991111|10654332.977131|9538106.496418|75925462.377779|0.000000|0.000000|96117901.851328|263286142.139782|0.000000|0.000000|0.000000|263286142.139782
20221121|TP002MMSADKSYE00|0.000000|1856172989.646575|1856172989.646575|42775758.634416|33856889.810574|380907371.049631|0.000000|0.000000|457540019.494622|1398632970.151954|0.000000|0.000000|0.000000|1398632970.151954
20221121|TP002MMSAKSYIN00|0.000000|1131940466.568463|1131940466.568463|42666958.796342|24534467.480331|216920069.888438|0.000000|0.000000|284121496.165110|847818970.403352|-50000000.000000|0.000000|-50000000.000000|797818970.403352
20221121|TP002MMSAVALSY00|0.000000|8379670785.121535|8379670785.121535|320838071.415337|217094309.880901|1671625102.997174|0.000000|0.000000|2209557484.293411|6170113300.828124|-50250000.000000|-775405558.600000|-825655558.600000|5344457742.228124
20221121|TP002PFSSAPTSB04|0.000000|4515044326.996163|4515044326.996163|81098023.198103|35480385.148545|614126750.763166|0.000000|0.000000|730705159.109815|3784339167.886348|956440500.000000|-967837653.500000|-11397153.500000|3772942014.386348
20221121|TP002PFSSAPTSB05|0.000000|543704584.009419|543704584.009419|7827833.670264|5692969.942010|66156891.191051|0.000000|0.000000|79677694.803325|464026889.206094|0.000000|-2910780.000000|-2910780.000000|461116109.206094
20221121|ZG002FISPPRIFS00|0.000000|268984103.038454|268984103.038454|18201770.452713|21077640.005494|39725063.225784|0.000000|0.000000|79004473.683992|189979629.354463|-161891434.782609|-162858901.717391|-324750336.500000|-134770707.145537
20221121|ZG002MMSCPCFSY02|0.000000|424158820.407481|424158820.407481|39987523.010012|21606180.152965|84502662.828879|0.000000|0.000000|146096365.991855|278062454.415626|0.000000|-108854055.000000|-108854055.000000|169208399.415626
