20221122|-|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|AAM01MMSSHIMMF00|BBKS1TDS0521|11|400000000.000000|400000000|20221214|100.000000|400000000.000000|3.172778|394520.547945
20221122|AAM01MMSSHIMMF00|BBKS1TDS0521|11|2000000000.000000|2000000000|20230114|100.000000|2000000000.000000|15.863892|1972602.739726
20221122|AAM01MMSSHIMMF00|BJBS1TDS0425|11|2400000000.000000|2400000000|20221214|100.000000|2400000000.000000|19.036670|1841095.890411
20221122|AAM01MMSSHIMMF00|BMEG1TDS0506|11|2400000000.000000|2400000000|20221214|100.000000|2400000000.000000|19.036670|1972602.739726
20221122|AAM01MMSSHIMMF00|BTPN1TDS0213|11|400000000.000000|400000000|20221214|100.000000|400000000.000000|3.172778|328767.123288
20221122|AAM01MMSSHIMMF00|BTPN1TDS0213|11|2000000000.000000|2000000000|20221214|100.000000|2000000000.000000|15.863892|1643835.616438
20221122|AAM01MMSSHIMMF00|PNBS1TDS0517|11|2400000000.000000|2400000000|20221214|100.000000|2400000000.000000|19.036670|2761643.835616
20221122|ANA02MMSAPUSPY00|BANK1TDS0947|11|200000000.000000|200000000|20221219|100.000000|200000000.000000|1.939742|132876.712329
20221122|ANA02MMSAPUSPY00|BANK1TDS0947|11|300000000.000000|300000000|20221130|100.000000|300000000.000000|2.909612|858904.109589
20221122|ANA02MMSAPUSPY00|BANK1TDS0947|11|500000000.000000|500000000|20221212|100.000000|500000000.000000|4.849354|797260.273973
20221122|ANA02MMSAPUSPY00|BANK1TDS0947|11|700000000.000000|700000000|20221201|100.000000|700000000.000000|6.789095|1913013.698630
20221122|ANA02MMSAPUSPY00|BBKS1TDS0521|11|200000000.000000|200000000|20221217|100.000000|200000000.000000|1.939742|123287.671233
20221122|ANA02MMSAPUSPY00|BBKS1TDS0521|11|200000000.000000|200000000|20221127|100.000000|200000000.000000|1.939742|605479.452055
20221122|ANA02MMSAPUSPY00|BBKS1TDS0521|11|600000000.000000|600000000|20221206|100.000000|600000000.000000|5.819225|1183561.643836
20221122|ANA02MMSAPUSPY00|BBKS1TDS0521|11|700000000.000000|700000000|20221201|100.000000|700000000.000000|6.789095|1812328.767123
20221122|ANA02MMSAPUSPY00|BJBS1TDS0425|11|200000000.000000|200000000|20221201|100.000000|200000000.000000|1.939742|546575.342466
20221122|ANA02MMSAPUSPY00|BJBS1TDS0425|11|500000000.000000|500000000|20221201|100.000000|500000000.000000|4.849354|1366438.356164
20221122|ANA02MMSAPUSPY00|BJBS1TDS0425|11|1000000000.000000|1000000000|20221201|100.000000|1000000000.000000|9.698708|2732876.712329
20221122|ANA02MMSAPUSPY00|BJTM1TDS9114|11|1000000000.000000|1000000000|20231102|100.000000|1000000000.000000|9.698708|2638888.888889
20221122|ANA02MMSAPUSPY00|BMEG1TDS0506|11|200000000.000000|200000000|20221217|100.000000|200000000.000000|1.939742|116438.356164
20221122|ANA02MMSAPUSPY00|BMEG1TDS0506|11|300000000.000000|300000000|20221212|100.000000|300000000.000000|2.909612|349315.068493
20221122|ANA02MMSAPUSPY00|BVIS1TDS0405|11|200000000.000000|200000000|20221201|100.000000|200000000.000000|1.939742|489041.095890
20221122|ANA02MMSAPUSPY00|BVIS1TDS0405|11|200000000.000000|200000000|20221210|100.000000|200000000.000000|1.939742|279452.054795
20221122|ANA02MMSAPUSPY00|BVIS1TDS0405|11|200000000.000000|200000000|20221217|100.000000|200000000.000000|1.939742|116438.356164
20221122|ANA02MMSAPUSPY00|BVIS1TDS0405|11|250000000.000000|250000000|20221212|100.000000|250000000.000000|2.424677|291095.890411
20221122|ANA02MMSAPUSPY00|BVIS1TDS0405|11|300000000.000000|300000000|20221127|100.000000|300000000.000000|2.909612|908219.178082
20221122|ANA02MMSAPUSPY00|PNBS1TDS0517|11|200000000.000000|200000000|20221217|100.000000|200000000.000000|1.939742|130136.986301
20221122|ANA02MMSAPUSPY00|PNBS1TDS0517|11|300000000.000000|300000000|20221210|100.000000|300000000.000000|2.909612|468493.150685
20221122|ANA02MMSAPUSPY00|PNBS1TDS0517|11|500000000.000000|500000000|20221206|100.000000|500000000.000000|4.849354|931506.849315
20221122|DH002DFSAMADEI00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSARIESA00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSARTHUR00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSELKAJA00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSHELENN00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSHENRYZ00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSIVANHI00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSKUNAJA00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSKWEELI00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSLILYAR00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSMELDAA00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSRICARD00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSSHINTA00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSSONSUM00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSSRIIKA00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSSUGANA00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSTANILI00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSTIRTOA00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSVELZON00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSVIKTOR00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSVIVIAN00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|DH002DFSWELLYS00|NIHIL|88|0.000000|0||0.000000|0.000000|0.000000|0.000000
20221122|GAMA2MMSRSSSLB00|BJBS1TDS0425|11|1000000000.000000|1000000000|20221205|100.000000|1000000000.000000|9.519439|2328767.123288
20221122|GAMA2MMSRSSSLB00|SIEXCL01DCN1|17|1545750000.000000|1500000000|20221202|100.000000|1500000000.000000|14.279159|36666000.000000
20221122|GAMA2MMSRSSSLB00|SIISSP01ACN1|17|1529550000.000000|1500000000|20221209|100.198000|1502970000.000000|14.307432|27250500.000000
20221122|GAMA2MMSRSSSLB00|SISGRO01ACN1|17|1552650000.000000|1500000000|20230303|101.974659|1529619885.000000|14.561124|30777000.000000
