DATE,CODE BASE SEC,SEC DSC, LOWER PRICE , TODAY PRICE , UPPER PRICE , STDEV 
20221102,SPN03221102,Surat Perbendaharaan Negara Seri SPN03221102, 100.000000 , 100.000000 , 100.000000 , -   
20221102,SPNS02052023,Surat Perbendaharaan Negara Seri SPNS02052023, 97.319912 , 97.519912 , 97.719912 , 0.2000 
20221102,FR0037,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0037, 116.251325 , 116.511325 , 116.771325 , 0.2600 
20221102,FR0039,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0039, 104.227067 , 104.427067 , 104.627067 , 0.2000 
20221102,FR0040,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0040, 110.171017 , 110.396017 , 110.621017 , 0.2250 
20221102,FR0042,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0042, 111.929289 , 112.189289 , 112.449289 , 0.2600 
20221102,FR0044,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0044, 105.322132 , 105.547132 , 105.772132 , 0.2250 
20221102,FR0045,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0045, 118.937790 , 119.269571 , 119.601352 , 0.3318 
20221102,FR0046,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0046, 102.357059 , 102.557059 , 102.757059 , 0.2000 
20221102,FR0047,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0047, 111.761391 , 112.021391 , 112.281391 , 0.2600 
20221102,FR0050,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0050, 126.566146 , 126.897927 , 127.229708 , 0.3318 
20221102,FR0052,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0052, 117.198000 , 117.498000 , 117.798000 , 0.3000 
20221102,FR0054,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0054, 112.442189 , 112.742189 , 113.042189 , 0.3000 
20221102,FR0056,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056, 104.169229 , 104.429229 , 104.689229 , 0.2600 
20221102,FR0057,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0057, 116.423219 , 116.755000 , 117.086781 , 0.3318 
20221102,FR0058,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0058, 104.725527 , 105.025527 , 105.325527 , 0.3000 
20221102,FR0059,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059, 99.258703 , 99.518703 , 99.778703 , 0.2600 
20221102,FR0062,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0062, 89.022719 , 89.354500 , 89.686281 , 0.3318 
20221102,FR0063,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0063, 99.968671 , 100.168671 , 100.368671 , 0.2000 
20221102,FR0064,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0064, 94.691927 , 94.951927 , 95.211927 , 0.2600 
20221102,FR0065,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065, 92.591552 , 92.923333 , 93.255114 , 0.3318 
20221102,FR0067,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0067, 112.305808 , 112.637588 , 112.969369 , 0.3318 
20221102,FR0068,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068, 105.652043 , 105.983824 , 106.315604 , 0.3318 
