DATE,CODE BASE SEC,SEC DSC, LOWER PRICE , TODAY PRICE , UPPER PRICE , STDEV 
20221027,FR0037,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0037, 116.013238 , 116.273238 , 116.533238 , 0.2600 
20221027,FR0039,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0039, 104.408699 , 104.608699 , 104.808699 , 0.2000 
20221027,FR0040,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0040, 110.217532 , 110.442532 , 110.667532 , 0.2250 
20221027,FR0042,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0042, 111.492195 , 111.752195 , 112.012195 , 0.2600 
20221027,FR0044,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0044, 105.576709 , 105.801709 , 106.026709 , 0.2250 
20221027,FR0045,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0045, 118.122080 , 118.422080 , 118.722080 , 0.3000 
20221027,FR0046,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0046, 102.480132 , 102.680132 , 102.880132 , 0.2000 
20221027,FR0047,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0047, 111.236535 , 111.496535 , 111.756535 , 0.2600 
20221027,FR0050,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0050, 125.678627 , 125.978627 , 126.278627 , 0.3000 
20221027,FR0052,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0052, 116.325000 , 116.625000 , 116.925000 , 0.3000 
20221027,FR0054,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0054, 111.764807 , 112.064807 , 112.364807 , 0.3000 
20221027,FR0056,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056, 103.577445 , 103.837445 , 104.097445 , 0.2600 
20221027,FR0057,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0057, 116.767833 , 117.067833 , 117.367833 , 0.3000 
20221027,FR0058,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0058, 104.057017 , 104.357017 , 104.657017 , 0.3000 
20221027,FR0059,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059, 98.845298 , 99.105298 , 99.365298 , 0.2600 
20221027,FR0062,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0062, 89.190600 , 89.490600 , 89.790600 , 0.3000 
20221027,FR0063,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0063, 99.988905 , 100.188905 , 100.388905 , 0.2000 
20221027,FR0064,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0064, 93.765000 , 94.025000 , 94.285000 , 0.2600 
20221027,FR0065,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065, 91.977477 , 92.277477 , 92.577477 , 0.3000 
20221027,FR0067,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0067, 111.683667 , 111.983667 , 112.283667 , 0.3000 
20221027,FR0068,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068, 104.385299 , 104.685299 , 104.985299 , 0.3000 
20221027,FR0070,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070, 101.850000 , 102.075000 , 102.300000 , 0.2250 
20221027,FR0071,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071, 107.432368 , 107.732368 , 108.032368 , 0.3000 
20221027,FR0072,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072, 103.815444 , 104.115444 , 104.415444 , 0.3000 
20221027,FR0073,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0073, 106.990730 , 107.290730 , 107.590730 , 0.3000 
20221027,FR0074,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0074, 99.196769 , 99.496769 , 99.796769 , 0.3000 
20221027,FR0075,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075, 98.506939 , 98.806939 , 99.106939 , 0.3000 
20221027,FR0076,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076, 97.275000 , 97.575000 , 97.875000 , 0.3000 
20221027,FR0077,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0077, 101.989340 , 102.214340 , 102.439340 , 0.2250 
20221027,FR0078,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0078, 103.838333 , 104.138333 , 104.438333 , 0.3000 
20221027,FR0079,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0079, 105.301500 , 105.601500 , 105.901500 , 0.3000 
20221027,FR0080,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0080, 98.663721 , 98.963721 , 99.263721 , 0.3000 
20221027,FR0081,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0081, 98.859740 , 99.084740 , 99.309740 , 0.2250 
20221027,FR0082,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0082, 96.467203 , 96.767203 , 97.067203 , 0.3000 
20221027,FR0083,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0083, 98.432404 , 98.732404 , 99.032404 , 0.3000 
20221027,FR0084,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0084, 100.394512 , 100.654512 , 100.914512 , 0.2600 
