DATE,CODE BASE SEC,SEC DSC, LOWER PRICE , TODAY PRICE , UPPER PRICE , STDEV 
20221104,FR0037,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0037, 116.062826 , 116.322826 , 116.582826 , 0.2600 
20221104,FR0039,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0039, 104.109360 , 104.309360 , 104.509360 , 0.2000 
20221104,FR0040,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0040, 110.044852 , 110.269852 , 110.494852 , 0.2250 
20221104,FR0042,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0042, 111.686789 , 111.946789 , 112.206789 , 0.2600 
20221104,FR0044,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0044, 105.178662 , 105.403662 , 105.628662 , 0.2250 
20221104,FR0045,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0045, 118.792712 , 119.092712 , 119.392712 , 0.3000 
20221104,FR0046,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0046, 102.266982 , 102.466982 , 102.666982 , 0.2000 
20221104,FR0047,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0047, 111.482748 , 111.742748 , 112.002748 , 0.2600 
20221104,FR0050,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0050, 126.409247 , 126.709247 , 127.009247 , 0.3000 
20221104,FR0052,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0052, 117.235810 , 117.535810 , 117.835810 , 0.3000 
20221104,FR0054,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0054, 112.183304 , 112.483304 , 112.783304 , 0.3000 
20221104,FR0056,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056, 103.711429 , 103.971429 , 104.231429 , 0.2600 
20221104,FR0057,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0057, 116.687800 , 116.987800 , 117.287800 , 0.3000 
20221104,FR0058,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0058, 104.509399 , 104.809399 , 105.109399 , 0.3000 
20221104,FR0059,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059, 98.779610 , 99.039610 , 99.299610 , 0.2600 
20221104,FR0062,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0062, 89.044167 , 89.344167 , 89.644167 , 0.3000 
20221104,FR0063,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0063, 99.931879 , 100.131879 , 100.331879 , 0.2000 
20221104,FR0064,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0064, 94.443700 , 94.703700 , 94.963700 , 0.2600 
20221104,FR0065,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065, 92.582300 , 92.882300 , 93.182300 , 0.3000 
20221104,FR0067,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0067, 112.146878 , 112.446878 , 112.746878 , 0.3000 
20221104,FR0068,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068, 105.225000 , 105.525000 , 105.825000 , 0.3000 
20221104,FR0070,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070, 101.960620 , 102.185620 , 102.410620 , 0.2250 
20221104,FR0071,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071, 107.742259 , 108.042259 , 108.342259 , 0.3000 
20221104,FR0072,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072, 104.500000 , 104.800000 , 105.100000 , 0.3000 
20221104,FR0073,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0073, 107.400161 , 107.700161 , 108.000161 , 0.3000 
20221104,FR0074,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0074, 99.420056 , 99.720056 , 100.020056 , 0.3000 
20221104,FR0075,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075, 99.134721 , 99.434721 , 99.734721 , 0.3000 
20221104,FR0076,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076, 96.932000 , 97.232000 , 97.532000 , 0.3000 
20221104,FR0077,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0077, 101.745562 , 101.970562 , 102.195562 , 0.2250 
20221104,FR0078,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0078, 104.016901 , 104.316901 , 104.616901 , 0.3000 
20221104,FR0079,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0079, 105.568750 , 105.868750 , 106.168750 , 0.3000 
20221104,FR0080,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0080, 99.214874 , 99.514874 , 99.814874 , 0.3000 
20221104,FR0081,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0081, 98.875000 , 99.100000 , 99.325000 , 0.2250 
20221104,FR0082,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0082, 97.133333 , 97.433333 , 97.733333 , 0.3000 
20221104,FR0083,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0083, 98.791962 , 99.091962 , 99.391962 , 0.3000 
20221104,FR0084,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0084, 100.398693 , 100.658693 , 100.918693 , 0.2600 
20221104,FR0085,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0085, 100.351000 , 100.651000 , 100.951000 , 0.3000 
20221104,FR0086,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0086, 95.110141 , 95.370141 , 95.630141 , 0.2600 
20221104,FR0087,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0087, 93.585709 , 93.885709 , 94.185709 , 0.3000 
20221104,FR0088,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0088, 89.275000 , 89.575000 , 89.875000 , 0.3000 
20221104,FR0089,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0089, 92.044600 , 92.344600 , 92.644600 , 0.3000 
20221104,FR0090,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0090, 92.272000 , 92.532000 , 92.792000 , 0.2600 
